Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
3875: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3876: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3877: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3878: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3879: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3880: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3881: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3882: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3883: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3884: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3885: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3886: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3887: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3888: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3889: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3890: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3891: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3892: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3893: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3894: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3895: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3896: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3897: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3898: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3899: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3900: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3901: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3902: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3903: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3904: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3905: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3906: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3907: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3908: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3909: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3910: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3911: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3912: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3913: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3914: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3915: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3916: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3917: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3918: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3919: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3920: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3921: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3922: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3923: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3924: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3925: It is Tetrahedron: a = 13. SurfaceArea = 292.716586.
3926: It is Parallelepiped: a = 20, b = 1, c = 6. SurfaceArea = 292.000000.
3927: It is Parallelepiped: a = 2, b = 8, c = 13. SurfaceArea = 292.000000.
3928: It is Parallelepiped: a = 6, b = 8, c = 7. SurfaceArea = 292.000000.
3929: It is Parallelepiped: a = 13, b = 2, c = 8. SurfaceArea = 292.000000.
3930: It is Parallelepiped: a = 4, b = 14, c = 5. SurfaceArea = 292.000000.
3931: It is Parallelepiped: a = 2, b = 13, c = 8. SurfaceArea = 292.000000.
3932: It is Parallelepiped: a = 2, b = 13, c = 8. SurfaceArea = 292.000000.
3933: It is Parallelepiped: a = 14, b = 5, c = 4. SurfaceArea = 292.000000.
3934: It is Parallelepiped: a = 4, b = 5, c = 14. SurfaceArea = 292.000000.
3935: It is Parallelepiped: a = 3, b = 8, c = 11. SurfaceArea = 290.000000.
3936: It is Parallelepiped: a = 4, b = 3, c = 19. SurfaceArea = 290.000000.
3937: It is Parallelepiped: a = 11, b = 8, c = 3. SurfaceArea = 290.000000.
3938: It is Parallelepiped: a = 11, b = 8, c = 3. SurfaceArea = 290.000000.
3939: It is Parallelepiped: a = 19, b = 3, c = 4. SurfaceArea = 290.000000.
3940: It is Parallelepiped: a = 12, b = 6, c = 4. SurfaceArea = 288.000000.
3941: It is Parallelepiped: a = 4, b = 4, c = 16. SurfaceArea = 288.000000.
3942: It is Parallelepiped: a = 6, b = 3, c = 14. SurfaceArea = 288.000000.
3943: It is Parallelepiped: a = 6, b = 6, c = 9. SurfaceArea = 288.000000.
3944: It is Parallelepiped: a = 8, b = 5, c = 8. SurfaceArea = 288.000000.
3945: It is Parallelepiped: a = 4, b = 4, c = 16. SurfaceArea = 288.000000.
3946: It is Parallelepiped: a = 6, b = 9, c = 6. SurfaceArea = 288.000000.
3947: It is Parallelepiped: a = 6, b = 4, c = 12. SurfaceArea = 288.000000.
3948: It is Parallelepiped: a = 7, b = 9, c = 5. SurfaceArea = 286.000000.
3949: It is Parallelepiped: a = 1, b = 17, c = 7. SurfaceArea = 286.000000.
3950: It is Parallelepiped: a = 16, b = 3, c = 5. SurfaceArea = 286.000000.
3951: It is Parallelepiped: a = 15, b = 1, c = 8. SurfaceArea = 286.000000.
3952: It is Parallelepiped: a = 8, b = 15, c = 1. SurfaceArea = 286.000000.
3953: It is Parallelepiped: a = 3, b = 5, c = 16. SurfaceArea = 286.000000.
3954: It is Parallelepiped: a = 5, b = 3, c = 16. SurfaceArea = 286.000000.
3955: It is Parallelepiped: a = 11, b = 1, c = 11. SurfaceArea = 286.000000.
3956: It is Parallelepiped: a = 5, b = 19, c = 2. SurfaceArea = 286.000000.
3957: It is Parallelepiped: a = 5, b = 19, c = 2. SurfaceArea = 286.000000.
3958: It is Parallelepiped: a = 7, b = 1, c = 17. SurfaceArea = 286.000000.
3959: It is Parallelepiped: a = 15, b = 8, c = 1. SurfaceArea = 286.000000.
3960: It is Parallelepiped: a = 11, b = 1, c = 11. SurfaceArea = 286.000000.
3961: It is Parallelepiped: a = 3, b = 5, c = 16. SurfaceArea = 286.000000.
3962: It is Parallelepiped: a = 11, b = 11, c = 1. SurfaceArea = 286.000000.
3963: It is Parallelepiped: a = 9, b = 5, c = 7. SurfaceArea = 286.000000.
3964: It is Parallelepiped: a = 1, b = 11, c = 11. SurfaceArea = 286.000000.
3965: It is Parallelepiped: a = 12, b = 7, c = 3. SurfaceArea = 282.000000.
3966: It is Parallelepiped: a = 3, b = 12, c = 7. SurfaceArea = 282.000000.
3967: It is Parallelepiped: a = 3, b = 7, c = 12. SurfaceArea = 282.000000.
3968: It is Parallelepiped: a = 7, b = 12, c = 3. SurfaceArea = 282.000000.
3969: It is Parallelepiped: a = 7, b = 2, c = 14. SurfaceArea = 280.000000.
3970: It is Parallelepiped: a = 8, b = 4, c = 9. SurfaceArea = 280.000000.
3971: It is Parallelepiped: a = 14, b = 7, c = 2. SurfaceArea = 280.000000.
3972: It is Parallelepiped: a = 10, b = 6, c = 5. SurfaceArea = 280.000000.
3973: It is Parallelepiped: a = 10, b = 2, c = 10. SurfaceArea = 280.000000.
3974: It is Parallelepiped: a = 2, b = 7, c = 14. SurfaceArea = 280.000000.
3975: It is Parallelepiped: a = 10, b = 2, c = 10. SurfaceArea = 280.000000.
3976: It is Parallelepiped: a = 1, b = 9, c = 13. SurfaceArea = 278.000000.
3977: It is Parallelepiped: a = 9, b = 11, c = 2. SurfaceArea = 278.000000.
3978: It is Parallelepiped: a = 2, b = 11, c = 9. SurfaceArea = 278.000000.
3979: It is Parallelepiped: a = 1, b = 9, c = 13. SurfaceArea = 278.000000.
3980: It is Parallelepiped: a = 9, b = 13, c = 1. SurfaceArea = 278.000000.
3981: It is Parallelepiped: a = 2, b = 11, c = 9. SurfaceArea = 278.000000.
3982: It is Parallelepiped: a = 6, b = 1, c = 19. SurfaceArea = 278.000000.
3983: It is Parallelepiped: a = 19, b = 6, c = 1. SurfaceArea = 278.000000.
3984: It is Parallelepiped: a = 1, b = 19, c = 6. SurfaceArea = 278.000000.
3985: It is Parallelepiped: a = 2, b = 11, c = 9. SurfaceArea = 278.000000.
3986: It is Parallelepiped: a = 11, b = 2, c = 9. SurfaceArea = 278.000000.
3987: It is Parallelepiped: a = 6, b = 19, c = 1. SurfaceArea = 278.000000.
3988: It is Parallelepiped: a = 4, b = 10, c = 7. SurfaceArea = 276.000000.
3989: It is Parallelepiped: a = 18, b = 4, c = 3. SurfaceArea = 276.000000.
3990: It is Parallelepiped: a = 18, b = 3, c = 4. SurfaceArea = 276.000000.
3991: It is Parallelepiped: a = 7, b = 10, c = 4. SurfaceArea = 276.000000.
3992: It is Parallelepiped: a = 3, b = 4, c = 18. SurfaceArea = 276.000000.
3993: It is Parallelepiped: a = 4, b = 13, c = 5. SurfaceArea = 274.000000.
3994: It is Parallelepiped: a = 5, b = 4, c = 13. SurfaceArea = 274.000000.
3995: It is Parallelepiped: a = 18, b = 2, c = 5. SurfaceArea = 272.000000.
3996: It is Parallelepiped: a = 8, b = 12, c = 2. SurfaceArea = 272.000000.
3997: It is Parallelepiped: a = 4, b = 15, c = 4. SurfaceArea = 272.000000.
3998: It is Parallelepiped: a = 18, b = 5, c = 2. SurfaceArea = 272.000000.
3999: It is Parallelepiped: a = 2, b = 5, c = 18. SurfaceArea = 272.000000.
4000: It is Parallelepiped: a = 2, b = 5, c = 18. SurfaceArea = 272.000000.
4001: It is Parallelepiped: a = 2, b = 18, c = 5. SurfaceArea = 272.000000.
4002: It is Parallelepiped: a = 8, b = 12, c = 2. SurfaceArea = 272.000000.
4003: It is Parallelepiped: a = 8, b = 2, c = 12. SurfaceArea = 272.000000.
4004: It is Parallelepiped: a = 16, b = 1, c = 7. SurfaceArea = 270.000000.
4005: It is Parallelepiped: a = 13, b = 6, c = 3. SurfaceArea = 270.000000.
4006: It is Parallelepiped: a = 1, b = 16, c = 7. SurfaceArea = 270.000000.
4007: It is Parallelepiped: a = 13, b = 3, c = 6. SurfaceArea = 270.000000.
4008: It is Parallelepiped: a = 3, b = 5, c = 15. SurfaceArea = 270.000000.
4009: It is Parallelepiped: a = 11, b = 4, c = 6. SurfaceArea = 268.000000.
4010: It is Parallelepiped: a = 3, b = 10, c = 8. SurfaceArea = 268.000000.
4011: It is Parallelepiped: a = 4, b = 6, c = 11. SurfaceArea = 268.000000.
4012: It is Parallelepiped: a = 8, b = 3, c = 10. SurfaceArea = 268.000000.
4013: It is Parallelepiped: a = 3, b = 8, c = 10. SurfaceArea = 268.000000.
4014: It is Parallelepiped: a = 14, b = 1, c = 8. SurfaceArea = 268.000000.
4015: It is Parallelepiped: a = 8, b = 1, c = 14. SurfaceArea = 268.000000.
4016: It is Parallelepiped: a = 8, b = 10, c = 3. SurfaceArea = 268.000000.
4017: It is Parallelepiped: a = 6, b = 7, c = 7. SurfaceArea = 266.000000.
4018: It is Parallelepiped: a = 2, b = 6, c = 15. SurfaceArea = 264.000000.
4019: It is Parallelepiped: a = 6, b = 6, c = 8. SurfaceArea = 264.000000.
4020: It is Parallelepiped: a = 6, b = 8, c = 6. SurfaceArea = 264.000000.
4021: It is Parallelepiped: a = 6, b = 18, c = 1. SurfaceArea = 264.000000.
4022: It is Parallelepiped: a = 15, b = 6, c = 2. SurfaceArea = 264.000000.
4023: It is Parallelepiped: a = 11, b = 10, c = 1. SurfaceArea = 262.000000.
4024: It is Parallelepiped: a = 3, b = 11, c = 7. SurfaceArea = 262.000000.
4025: It is Parallelepiped: a = 1, b = 10, c = 11. SurfaceArea = 262.000000.
4026: It is Parallelepiped: a = 3, b = 7, c = 11. SurfaceArea = 262.000000.
4027: It is Parallelepiped: a = 11, b = 7, c = 3. SurfaceArea = 262.000000.
4028: It is Parallelepiped: a = 4, b = 17, c = 3. SurfaceArea = 262.000000.
4029: It is Parallelepiped: a = 11, b = 7, c = 3. SurfaceArea = 262.000000.
4030: It is Parallelepiped: a = 3, b = 7, c = 11. SurfaceArea = 262.000000.
4031: It is Parallelepiped: a = 1, b = 10, c = 11. SurfaceArea = 262.000000.
4032: It is Parallelepiped: a = 8, b = 7, c = 5. SurfaceArea = 262.000000.
4033: It is Parallelepiped: a = 11, b = 7, c = 3. SurfaceArea = 262.000000.
4034: It is Parallelepiped: a = 17, b = 2, c = 5. SurfaceArea = 258.000000.
4035: It is Parallelepiped: a = 2, b = 17, c = 5. SurfaceArea = 258.000000.
4036: It is Parallelepiped: a = 2, b = 5, c = 17. SurfaceArea = 258.000000.
4037: It is Parallelepiped: a = 6, b = 5, c = 9. SurfaceArea = 258.000000.
4038: It is Parallelepiped: a = 9, b = 6, c = 5. SurfaceArea = 258.000000.
4039: It is Parallelepiped: a = 9, b = 5, c = 6. SurfaceArea = 258.000000.
4040: It is Parallelepiped: a = 14, b = 4, c = 4. SurfaceArea = 256.000000.
4041: It is Parallelepiped: a = 5, b = 12, c = 4. SurfaceArea = 256.000000.
4042: It is Parallelepiped: a = 5, b = 4, c = 12. SurfaceArea = 256.000000.
4043: It is Parallelepiped: a = 2, b = 10, c = 9. SurfaceArea = 256.000000.
4044: It is Parallelepiped: a = 12, b = 4, c = 5. SurfaceArea = 256.000000.
4045: It is Parallelepiped: a = 9, b = 2, c = 10. SurfaceArea = 256.000000.
4046: It is Parallelepiped: a = 4, b = 5, c = 12. SurfaceArea = 256.000000.
4047: It is Parallelepiped: a = 2, b = 4, c = 20. SurfaceArea = 256.000000.
4048: It is Parallelepiped: a = 9, b = 7, c = 4. SurfaceArea = 254.000000.
4049: It is Parallelepiped: a = 7, b = 15, c = 1. SurfaceArea = 254.000000.
4050: It is Parallelepiped: a = 3, b = 14, c = 5. SurfaceArea = 254.000000.
4051: It is Parallelepiped: a = 14, b = 3, c = 5. SurfaceArea = 254.000000.
4052: It is Parallelepiped: a = 14, b = 5, c = 3. SurfaceArea = 254.000000.
4053: It is Parallelepiped: a = 15, b = 1, c = 7. SurfaceArea = 254.000000.
4054: It is Parallelepiped: a = 4, b = 7, c = 9. SurfaceArea = 254.000000.
4055: It is Parallelepiped: a = 5, b = 14, c = 3. SurfaceArea = 254.000000.
4056: It is Parallelepiped: a = 3, b = 6, c = 12. SurfaceArea = 252.000000.
4057: It is Parallelepiped: a = 3, b = 6, c = 12. SurfaceArea = 252.000000.
4058: It is Parallelepiped: a = 12, b = 6, c = 3. SurfaceArea = 252.000000.
4059: It is Parallelepiped: a = 8, b = 2, c = 11. SurfaceArea = 252.000000.
4060: It is Parallelepiped: a = 8, b = 2, c = 11. SurfaceArea = 252.000000.
4061: It is Sphere: r = 20. SurfaceArea = 251.320000.
4062: It is Sphere: r = 20. SurfaceArea = 251.320000.
4063: It is Sphere: r = 20. SurfaceArea = 251.320000.
4064: It is Sphere: r = 20. SurfaceArea = 251.320000.
4065: It is Sphere: r = 20. SurfaceArea = 251.320000.
4066: It is Sphere: r = 20. SurfaceArea = 251.320000.
4067: It is Sphere: r = 20. SurfaceArea = 251.320000.
4068: It is Sphere: r = 20. SurfaceArea = 251.320000.
4069: It is Sphere: r = 20. SurfaceArea = 251.320000.
4070: It is Sphere: r = 20. SurfaceArea = 251.320000.
4071: It is Sphere: r = 20. SurfaceArea = 251.320000.
4072: It is Sphere: r = 20. SurfaceArea = 251.320000.
4073: It is Sphere: r = 20. SurfaceArea = 251.320000.
4074: It is Sphere: r = 20. SurfaceArea = 251.320000.
4075: It is Sphere: r = 20. SurfaceArea = 251.320000.
4076: It is Sphere: r = 20. SurfaceArea = 251.320000.
4077: It is Sphere: r = 20. SurfaceArea = 251.320000.
4078: It is Sphere: r = 20. SurfaceArea = 251.320000.
4079: It is Sphere: r = 20. SurfaceArea = 251.320000.
4080: It is Sphere: r = 20. SurfaceArea = 251.320000.
4081: It is Sphere: r = 20. SurfaceArea = 251.320000.
4082: It is Sphere: r = 20. SurfaceArea = 251.320000.
4083: It is Sphere: r = 20. SurfaceArea = 251.320000.
4084: It is Sphere: r = 20. SurfaceArea = 251.320000.
4085: It is Sphere: r = 20. SurfaceArea = 251.320000.
4086: It is Sphere: r = 20. SurfaceArea = 251.320000.
4087: It is Sphere: r = 20. SurfaceArea = 251.320000.
4088: It is Sphere: r = 20. SurfaceArea = 251.320000.
4089: It is Sphere: r = 20. SurfaceArea = 251.320000.
4090: It is Sphere: r = 20. SurfaceArea = 251.320000.
4091: It is Sphere: r = 20. SurfaceArea = 251.320000.
4092: It is Sphere: r = 20. SurfaceArea = 251.320000.
4093: It is Sphere: r = 20. SurfaceArea = 251.320000.
4094: It is Sphere: r = 20. SurfaceArea = 251.320000.
4095: It is Sphere: r = 20. SurfaceArea = 251.320000.
4096: It is Sphere: r = 20. SurfaceArea = 251.320000.
4097: It is Sphere: r = 20. SurfaceArea = 251.320000.
4098: It is Sphere: r = 20. SurfaceArea = 251.320000.
4099: It is Sphere: r = 20. SurfaceArea = 251.320000.
4100: It is Sphere: r = 20. SurfaceArea = 251.320000.
4101: It is Sphere: r = 20. SurfaceArea = 251.320000.
4102: It is Sphere: r = 20. SurfaceArea = 251.320000.
4103: It is Sphere: r = 20. SurfaceArea = 251.320000.
4104: It is Sphere: r = 20. SurfaceArea = 251.320000.
4105: It is Sphere: r = 20. SurfaceArea = 251.320000.
4106: It is Sphere: r = 20. SurfaceArea = 251.320000.
4107: It is Sphere: r = 20. SurfaceArea = 251.320000.
4108: It is Sphere: r = 20. SurfaceArea = 251.320000.
4109: It is Sphere: r = 20. SurfaceArea = 251.320000.
4110: It is Sphere: r = 20. SurfaceArea = 251.320000.
4111: It is Sphere: r = 20. SurfaceArea = 251.320000.
4112: It is Sphere: r = 20. SurfaceArea = 251.320000.
4113: It is Sphere: r = 20. SurfaceArea = 251.320000.
4114: It is Sphere: r = 20. SurfaceArea = 251.320000.
4115: It is Sphere: r = 20. SurfaceArea = 251.320000.
4116: It is Sphere: r = 20. SurfaceArea = 251.320000.
4117: It is Sphere: r = 20. SurfaceArea = 251.320000.
4118: It is Sphere: r = 20. SurfaceArea = 251.320000.
4119: It is Sphere: r = 20. SurfaceArea = 251.320000.
4120: It is Sphere: r = 20. SurfaceArea = 251.320000.
4121: It is Sphere: r = 20. SurfaceArea = 251.320000.
4122: It is Sphere: r = 20. SurfaceArea = 251.320000.
4123: It is Sphere: r = 20. SurfaceArea = 251.320000.
4124: It is Sphere: r = 20. SurfaceArea = 251.320000.
4125: It is Sphere: r = 20. SurfaceArea = 251.320000.
4126: It is Sphere: r = 20. SurfaceArea = 251.320000.
4127: It is Sphere: r = 20. SurfaceArea = 251.320000.
4128: It is Sphere: r = 20. SurfaceArea = 251.320000.
4129: It is Sphere: r = 20. SurfaceArea = 251.320000.
4130: It is Sphere: r = 20. SurfaceArea = 251.320000.
4131: It is Sphere: r = 20. SurfaceArea = 251.320000.
4132: It is Sphere: r = 20. SurfaceArea = 251.320000.
4133: It is Sphere: r = 20. SurfaceArea = 251.320000.
4134: It is Sphere: r = 20. SurfaceArea = 251.320000.
4135: It is Sphere: r = 20. SurfaceArea = 251.320000.
4136: It is Sphere: r = 20. SurfaceArea = 251.320000.
4137: It is Sphere: r = 20. SurfaceArea = 251.320000.
4138: It is Sphere: r = 20. SurfaceArea = 251.320000.
4139: It is Sphere: r = 20. SurfaceArea = 251.320000.
4140: It is Sphere: r = 20. SurfaceArea = 251.320000.
4141: It is Sphere: r = 20. SurfaceArea = 251.320000.
4142: It is Sphere: r = 20. SurfaceArea = 251.320000.
4143: It is Sphere: r = 20. SurfaceArea = 251.320000.
4144: It is Sphere: r = 20. SurfaceArea = 251.320000.
4145: It is Sphere: r = 20. SurfaceArea = 251.320000.
4146: It is Sphere: r = 20. SurfaceArea = 251.320000.
4147: It is Sphere: r = 20. SurfaceArea = 251.320000.
4148: It is Sphere: r = 20. SurfaceArea = 251.320000.
4149: It is Sphere: r = 20. SurfaceArea = 251.320000.
4150: It is Sphere: r = 20. SurfaceArea = 251.320000.
4151: It is Sphere: r = 20. SurfaceArea = 251.320000.
4152: It is Sphere: r = 20. SurfaceArea = 251.320000.
4153: It is Sphere: r = 20. SurfaceArea = 251.320000.
4154: It is Sphere: r = 20. SurfaceArea = 251.320000.
4155: It is Sphere: r = 20. SurfaceArea = 251.320000.
4156: It is Sphere: r = 20. SurfaceArea = 251.320000.
4157: It is Sphere: r = 20. SurfaceArea = 251.320000.
4158: It is Sphere: r = 20. SurfaceArea = 251.320000.
4159: It is Sphere: r = 20. SurfaceArea = 251.320000.
4160: It is Sphere: r = 20. SurfaceArea = 251.320000.
4161: It is Sphere: r = 20. SurfaceArea = 251.320000.
4162: It is Sphere: r = 20. SurfaceArea = 251.320000.
4163: It is Sphere: r = 20. SurfaceArea = 251.320000.
4164: It is Sphere: r = 20. SurfaceArea = 251.320000.
4165: It is Sphere: r = 20. SurfaceArea = 251.320000.
4166: It is Sphere: r = 20. SurfaceArea = 251.320000.
4167: It is Sphere: r = 20. SurfaceArea = 251.320000.
4168: It is Sphere: r = 20. SurfaceArea = 251.320000.
4169: It is Sphere: r = 20. SurfaceArea = 251.320000.
4170: It is Sphere: r = 20. SurfaceArea = 251.320000.
4171: It is Sphere: r = 20. SurfaceArea = 251.320000.
4172: It is Sphere: r = 20. SurfaceArea = 251.320000.
4173: It is Sphere: r = 20. SurfaceArea = 251.320000.
4174: It is Sphere: r = 20. SurfaceArea = 251.320000.
4175: It is Sphere: r = 20. SurfaceArea = 251.320000.
4176: It is Sphere: r = 20. SurfaceArea = 251.320000.
4177: It is Sphere: r = 20. SurfaceArea = 251.320000.
4178: It is Sphere: r = 20. SurfaceArea = 251.320000.
4179: It is Sphere: r = 20. SurfaceArea = 251.320000.
4180: It is Sphere: r = 20. SurfaceArea = 251.320000.
4181: It is Sphere: r = 20. SurfaceArea = 251.320000.
4182: It is Sphere: r = 20. SurfaceArea = 251.320000.
4183: It is Sphere: r = 20. SurfaceArea = 251.320000.
4184: It is Sphere: r = 20. SurfaceArea = 251.320000.
4185: It is Sphere: r = 20. SurfaceArea = 251.320000.
4186: It is Sphere: r = 20. SurfaceArea = 251.320000.
4187: It is Sphere: r = 20. SurfaceArea = 251.320000.
4188: It is Sphere: r = 20. SurfaceArea = 251.320000.
4189: It is Sphere: r = 20. SurfaceArea = 251.320000.
