Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
4132: It is a sphere, r = 20, density = 12.445, surface area = 251.32000000000002
4133: It is a sphere, r = 20, density = 9.515, surface area = 251.32000000000002
4134: It is a sphere, r = 20, density = 9.443, surface area = 251.32000000000002
4135: It is a sphere, r = 20, density = 14.495, surface area = 251.32000000000002
4136: It is a sphere, r = 20, density = 6.723, surface area = 251.32000000000002
4137: It is a sphere, r = 20, density = 7.061, surface area = 251.32000000000002
4138: It is a sphere, r = 20, density = 13.461, surface area = 251.32000000000002
4139: It is a sphere, r = 20, density = 9.09, surface area = 251.32000000000002
4140: It is a sphere, r = 20, density = 7.838, surface area = 251.32000000000002
4141: It is a sphere, r = 20, density = 8.23, surface area = 251.32000000000002
4142: It is a sphere, r = 20, density = 15.124, surface area = 251.32000000000002
4143: It is a sphere, r = 20, density = 19.794, surface area = 251.32000000000002
4144: It is a sphere, r = 20, density = 11.778, surface area = 251.32000000000002
4145: It is a sphere, r = 20, density = 8.52, surface area = 251.32000000000002
4146: It is a sphere, r = 20, density = 1.891, surface area = 251.32000000000002
4147: It is a sphere, r = 20, density = 6.259, surface area = 251.32000000000002
4148: It is a sphere, r = 20, density = 14.179, surface area = 251.32000000000002
4149: It is a sphere, r = 20, density = 18.271, surface area = 251.32000000000002
4150: It is a sphere, r = 20, density = 0.662, surface area = 251.32000000000002
4151: It is a sphere, r = 20, density = 2.828, surface area = 251.32000000000002
4152: It is a sphere, r = 20, density = 17.98, surface area = 251.32000000000002
4153: It is a sphere, r = 20, density = 1.261, surface area = 251.32000000000002
4154: It is a sphere, r = 20, density = 11.926, surface area = 251.32000000000002
4155: It is a sphere, r = 20, density = 2.831, surface area = 251.32000000000002
4156: It is a sphere, r = 20, density = 13.117, surface area = 251.32000000000002
4157: It is a sphere, r = 20, density = 4.423, surface area = 251.32000000000002
4158: It is a sphere, r = 20, density = 17.539, surface area = 251.32000000000002
4159: It is a sphere, r = 20, density = 4.444, surface area = 251.32000000000002
4160: It is a sphere, r = 20, density = 18.743, surface area = 251.32000000000002
4161: It is a sphere, r = 20, density = 12.729, surface area = 251.32000000000002
4162: It is a sphere, r = 20, density = 13.801, surface area = 251.32000000000002
4163: It is a sphere, r = 20, density = 15.02, surface area = 251.32000000000002
4164: It is a sphere, r = 20, density = 0.354, surface area = 251.32000000000002
4165: It is a sphere, r = 20, density = 19.838, surface area = 251.32000000000002
4166: It is a sphere, r = 20, density = 5.187, surface area = 251.32000000000002
4167: It is a sphere, r = 20, density = 7.949, surface area = 251.32000000000002
4168: It is a sphere, r = 20, density = 10.782, surface area = 251.32000000000002
4169: It is a sphere, r = 20, density = 14.265, surface area = 251.32000000000002
4170: It is a sphere, r = 20, density = 10.684, surface area = 251.32000000000002
4171: It is a sphere, r = 20, density = 16.308, surface area = 251.32000000000002
4172: It is a sphere, r = 20, density = 14.788, surface area = 251.32000000000002
4173: It is a sphere, r = 20, density = 11.104, surface area = 251.32000000000002
4174: It is a sphere, r = 20, density = 9.082, surface area = 251.32000000000002
4175: It is a parallelepiped, a = 1, b = 13, c = 8, density = 2.437, surface area = 250.0
4176: It is a parallelepiped, a = 5, b = 10, c = 5, density = 6.749, surface area = 250.0
4177: It is a parallelepiped, a = 6, b = 17, c = 1, density = 14.008, surface area = 250.0
4178: It is a parallelepiped, a = 10, b = 5, c = 5, density = 9.148, surface area = 250.0
4179: It is a parallelepiped, a = 5, b = 1, c = 20, density = 11.759, surface area = 250.0
4180: It is a parallelepiped, a = 1, b = 13, c = 8, density = 10.29, surface area = 250.0
4181: It is a parallelepiped, a = 20, b = 5, c = 1, density = 13.39, surface area = 250.0
4182: It is a parallelepiped, a = 17, b = 1, c = 6, density = 19.707, surface area = 250.0
4183: It is a parallelepiped, a = 20, b = 1, c = 5, density = 8.491, surface area = 250.0
4184: It is a parallelepiped, a = 17, b = 6, c = 1, density = 3.636, surface area = 250.0
4185: It is a parallelepiped, a = 5, b = 10, c = 5, density = 15.617, surface area = 250.0
4186: It is a parallelepiped, a = 1, b = 13, c = 8, density = 17.527, surface area = 250.0
4187: It is a parallelepiped, a = 1, b = 17, c = 6, density = 13.063, surface area = 250.0
4188: It is a tetrahedron, a = 12, density = 8.389, surface area = 249.41531628991834
4189: It is a tetrahedron, a = 12, density = 16.372, surface area = 249.41531628991834
4190: It is a tetrahedron, a = 12, density = 5.967, surface area = 249.41531628991834
4191: It is a tetrahedron, a = 12, density = 5.473, surface area = 249.41531628991834
4192: It is a tetrahedron, a = 12, density = 9.33, surface area = 249.41531628991834
4193: It is a tetrahedron, a = 12, density = 2.527, surface area = 249.41531628991834
4194: It is a tetrahedron, a = 12, density = 19.205, surface area = 249.41531628991834
4195: It is a tetrahedron, a = 12, density = 12.085, surface area = 249.41531628991834
4196: It is a tetrahedron, a = 12, density = 1.162, surface area = 249.41531628991834
4197: It is a tetrahedron, a = 12, density = 13.898, surface area = 249.41531628991834
4198: It is a tetrahedron, a = 12, density = 2.663, surface area = 249.41531628991834
4199: It is a tetrahedron, a = 12, density = 7.186, surface area = 249.41531628991834
4200: It is a tetrahedron, a = 12, density = 14.014, surface area = 249.41531628991834
4201: It is a tetrahedron, a = 12, density = 3.218, surface area = 249.41531628991834
4202: It is a tetrahedron, a = 12, density = 16.42, surface area = 249.41531628991834
4203: It is a tetrahedron, a = 12, density = 15.547, surface area = 249.41531628991834
4204: It is a tetrahedron, a = 12, density = 10.665, surface area = 249.41531628991834
4205: It is a tetrahedron, a = 12, density = 13.267, surface area = 249.41531628991834
4206: It is a tetrahedron, a = 12, density = 16.872, surface area = 249.41531628991834
4207: It is a tetrahedron, a = 12, density = 10.629, surface area = 249.41531628991834
4208: It is a tetrahedron, a = 12, density = 15.629, surface area = 249.41531628991834
4209: It is a tetrahedron, a = 12, density = 10.453, surface area = 249.41531628991834
4210: It is a tetrahedron, a = 12, density = 18.749, surface area = 249.41531628991834
4211: It is a tetrahedron, a = 12, density = 12.128, surface area = 249.41531628991834
4212: It is a tetrahedron, a = 12, density = 6.38, surface area = 249.41531628991834
4213: It is a tetrahedron, a = 12, density = 7.624, surface area = 249.41531628991834
4214: It is a tetrahedron, a = 12, density = 11.455, surface area = 249.41531628991834
4215: It is a tetrahedron, a = 12, density = 6.581, surface area = 249.41531628991834
4216: It is a tetrahedron, a = 12, density = 14.374, surface area = 249.41531628991834
4217: It is a tetrahedron, a = 12, density = 17.786, surface area = 249.41531628991834
4218: It is a tetrahedron, a = 12, density = 17.559, surface area = 249.41531628991834
4219: It is a tetrahedron, a = 12, density = 6.412, surface area = 249.41531628991834
4220: It is a tetrahedron, a = 12, density = 12.638, surface area = 249.41531628991834
4221: It is a tetrahedron, a = 12, density = 10.039, surface area = 249.41531628991834
4222: It is a tetrahedron, a = 12, density = 9.506, surface area = 249.41531628991834
4223: It is a tetrahedron, a = 12, density = 13.943, surface area = 249.41531628991834
4224: It is a tetrahedron, a = 12, density = 6.231, surface area = 249.41531628991834
4225: It is a tetrahedron, a = 12, density = 14.659, surface area = 249.41531628991834
4226: It is a tetrahedron, a = 12, density = 2.745, surface area = 249.41531628991834
4227: It is a tetrahedron, a = 12, density = 4.86, surface area = 249.41531628991834
4228: It is a tetrahedron, a = 12, density = 4.25, surface area = 249.41531628991834
4229: It is a tetrahedron, a = 12, density = 1.836, surface area = 249.41531628991834
4230: It is a tetrahedron, a = 12, density = 2.794, surface area = 249.41531628991834
4231: It is a tetrahedron, a = 12, density = 8.913, surface area = 249.41531628991834
4232: It is a tetrahedron, a = 12, density = 7.931, surface area = 249.41531628991834
4233: It is a tetrahedron, a = 12, density = 6.619, surface area = 249.41531628991834
4234: It is a tetrahedron, a = 12, density = 1.093, surface area = 249.41531628991834
4235: It is a tetrahedron, a = 12, density = 8.59, surface area = 249.41531628991834
4236: It is a tetrahedron, a = 12, density = 3.077, surface area = 249.41531628991834
4237: It is a tetrahedron, a = 12, density = 0.589, surface area = 249.41531628991834
4238: It is a tetrahedron, a = 12, density = 14.168, surface area = 249.41531628991834
4239: It is a tetrahedron, a = 12, density = 0.569, surface area = 249.41531628991834
4240: It is a tetrahedron, a = 12, density = 7.483, surface area = 249.41531628991834
4241: It is a tetrahedron, a = 12, density = 19.811, surface area = 249.41531628991834
4242: It is a tetrahedron, a = 12, density = 4.404, surface area = 249.41531628991834
4243: It is a tetrahedron, a = 12, density = 10.945, surface area = 249.41531628991834
4244: It is a tetrahedron, a = 12, density = 12.526, surface area = 249.41531628991834
4245: It is a tetrahedron, a = 12, density = 14.776, surface area = 249.41531628991834
4246: It is a tetrahedron, a = 12, density = 17.882, surface area = 249.41531628991834
4247: It is a tetrahedron, a = 12, density = 19.589, surface area = 249.41531628991834
4248: It is a tetrahedron, a = 12, density = 4.741, surface area = 249.41531628991834
4249: It is a tetrahedron, a = 12, density = 18.003, surface area = 249.41531628991834
4250: It is a tetrahedron, a = 12, density = 14.996, surface area = 249.41531628991834
4251: It is a tetrahedron, a = 12, density = 10.397, surface area = 249.41531628991834
4252: It is a tetrahedron, a = 12, density = 1.473, surface area = 249.41531628991834
4253: It is a tetrahedron, a = 12, density = 15.49, surface area = 249.41531628991834
4254: It is a tetrahedron, a = 12, density = 8.414, surface area = 249.41531628991834
4255: It is a tetrahedron, a = 12, density = 5.687, surface area = 249.41531628991834
4256: It is a tetrahedron, a = 12, density = 5.946, surface area = 249.41531628991834
4257: It is a tetrahedron, a = 12, density = 10.315, surface area = 249.41531628991834
4258: It is a tetrahedron, a = 12, density = 1.127, surface area = 249.41531628991834
4259: It is a tetrahedron, a = 12, density = 11.939, surface area = 249.41531628991834
4260: It is a tetrahedron, a = 12, density = 6.807, surface area = 249.41531628991834
4261: It is a tetrahedron, a = 12, density = 9.891, surface area = 249.41531628991834
4262: It is a tetrahedron, a = 12, density = 9.478, surface area = 249.41531628991834
4263: It is a tetrahedron, a = 12, density = 16.381, surface area = 249.41531628991834
4264: It is a tetrahedron, a = 12, density = 11.799, surface area = 249.41531628991834
4265: It is a tetrahedron, a = 12, density = 16.43, surface area = 249.41531628991834
4266: It is a tetrahedron, a = 12, density = 6.554, surface area = 249.41531628991834
4267: It is a tetrahedron, a = 12, density = 3.843, surface area = 249.41531628991834
4268: It is a tetrahedron, a = 12, density = 8.748, surface area = 249.41531628991834
4269: It is a tetrahedron, a = 12, density = 11.396, surface area = 249.41531628991834
4270: It is a tetrahedron, a = 12, density = 6.376, surface area = 249.41531628991834
4271: It is a tetrahedron, a = 12, density = 7.195, surface area = 249.41531628991834
4272: It is a tetrahedron, a = 12, density = 17.201, surface area = 249.41531628991834
4273: It is a tetrahedron, a = 12, density = 9.243, surface area = 249.41531628991834
4274: It is a tetrahedron, a = 12, density = 9.71, surface area = 249.41531628991834
4275: It is a tetrahedron, a = 12, density = 0.511, surface area = 249.41531628991834
4276: It is a tetrahedron, a = 12, density = 12.74, surface area = 249.41531628991834
4277: It is a tetrahedron, a = 12, density = 11.465, surface area = 249.41531628991834
4278: It is a tetrahedron, a = 12, density = 2.662, surface area = 249.41531628991834
4279: It is a tetrahedron, a = 12, density = 16.766, surface area = 249.41531628991834
4280: It is a tetrahedron, a = 12, density = 11.565, surface area = 249.41531628991834
4281: It is a tetrahedron, a = 12, density = 9.533, surface area = 249.41531628991834
4282: It is a tetrahedron, a = 12, density = 4.474, surface area = 249.41531628991834
4283: It is a tetrahedron, a = 12, density = 15.386, surface area = 249.41531628991834
4284: It is a tetrahedron, a = 12, density = 9.139, surface area = 249.41531628991834
4285: It is a tetrahedron, a = 12, density = 15.122, surface area = 249.41531628991834
4286: It is a tetrahedron, a = 12, density = 0.401, surface area = 249.41531628991834
4287: It is a tetrahedron, a = 12, density = 18.405, surface area = 249.41531628991834
4288: It is a tetrahedron, a = 12, density = 9.556, surface area = 249.41531628991834
4289: It is a tetrahedron, a = 12, density = 8.569, surface area = 249.41531628991834
4290: It is a tetrahedron, a = 12, density = 8.911, surface area = 249.41531628991834
4291: It is a tetrahedron, a = 12, density = 17.897, surface area = 249.41531628991834
4292: It is a tetrahedron, a = 12, density = 11.429, surface area = 249.41531628991834
4293: It is a tetrahedron, a = 12, density = 10.639, surface area = 249.41531628991834
4294: It is a tetrahedron, a = 12, density = 3.144, surface area = 249.41531628991834
4295: It is a tetrahedron, a = 12, density = 9.894, surface area = 249.41531628991834
4296: It is a tetrahedron, a = 12, density = 0.163, surface area = 249.41531628991834
4297: It is a tetrahedron, a = 12, density = 3.989, surface area = 249.41531628991834
4298: It is a tetrahedron, a = 12, density = 1.663, surface area = 249.41531628991834
4299: It is a tetrahedron, a = 12, density = 6.737, surface area = 249.41531628991834
4300: It is a tetrahedron, a = 12, density = 14.653, surface area = 249.41531628991834
