Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
5694: It is a sphere, r = 14, density = 0.35, surface area = 175.924
5695: It is a sphere, r = 14, density = 5.953, surface area = 175.924
5696: It is a sphere, r = 14, density = 1.583, surface area = 175.924
5697: It is a sphere, r = 14, density = 4.238, surface area = 175.924
5698: It is a sphere, r = 14, density = 8.07, surface area = 175.924
5699: It is a sphere, r = 14, density = 15.964, surface area = 175.924
5700: It is a sphere, r = 14, density = 10.203, surface area = 175.924
5701: It is a sphere, r = 14, density = 14.32, surface area = 175.924
5702: It is a sphere, r = 14, density = 1.712, surface area = 175.924
5703: It is a sphere, r = 14, density = 12.546, surface area = 175.924
5704: It is a sphere, r = 14, density = 0.745, surface area = 175.924
5705: It is a sphere, r = 14, density = 9.198, surface area = 175.924
5706: It is a sphere, r = 14, density = 13.418, surface area = 175.924
5707: It is a sphere, r = 14, density = 1.522, surface area = 175.924
5708: It is a sphere, r = 14, density = 17.665, surface area = 175.924
5709: It is a sphere, r = 14, density = 17.046, surface area = 175.924
5710: It is a sphere, r = 14, density = 13.677, surface area = 175.924
5711: It is a sphere, r = 14, density = 11.872, surface area = 175.924
5712: It is a sphere, r = 14, density = 8.964, surface area = 175.924
5713: It is a sphere, r = 14, density = 18.441, surface area = 175.924
5714: It is a sphere, r = 14, density = 10.933, surface area = 175.924
5715: It is a sphere, r = 14, density = 3.839, surface area = 175.924
5716: It is a sphere, r = 14, density = 16.492, surface area = 175.924
5717: It is a sphere, r = 14, density = 4.299, surface area = 175.924
5718: It is a sphere, r = 14, density = 13.679, surface area = 175.924
5719: It is a sphere, r = 14, density = 16.693, surface area = 175.924
5720: It is a sphere, r = 14, density = 1.194, surface area = 175.924
5721: It is a sphere, r = 14, density = 15.416, surface area = 175.924
5722: It is a sphere, r = 14, density = 13.118, surface area = 175.924
5723: It is a sphere, r = 14, density = 13.251, surface area = 175.924
5724: It is a sphere, r = 14, density = 8.759, surface area = 175.924
5725: It is a sphere, r = 14, density = 19.484, surface area = 175.924
5726: It is a sphere, r = 14, density = 18.638, surface area = 175.924
5727: It is a sphere, r = 14, density = 2.335, surface area = 175.924
5728: It is a sphere, r = 14, density = 7.719, surface area = 175.924
5729: It is a sphere, r = 14, density = 16.826, surface area = 175.924
5730: It is a sphere, r = 14, density = 17.413, surface area = 175.924
5731: It is a sphere, r = 14, density = 4.446, surface area = 175.924
5732: It is a sphere, r = 14, density = 14.236, surface area = 175.924
5733: It is a sphere, r = 14, density = 1.71, surface area = 175.924
5734: It is a sphere, r = 14, density = 1.465, surface area = 175.924
5735: It is a sphere, r = 14, density = 8.358, surface area = 175.924
5736: It is a sphere, r = 14, density = 16.378, surface area = 175.924
5737: It is a sphere, r = 14, density = 11.86, surface area = 175.924
5738: It is a sphere, r = 14, density = 12.896, surface area = 175.924
5739: It is a sphere, r = 14, density = 13.701, surface area = 175.924
5740: It is a sphere, r = 14, density = 18.809, surface area = 175.924
5741: It is a sphere, r = 14, density = 13.33, surface area = 175.924
5742: It is a sphere, r = 14, density = 0.281, surface area = 175.924
5743: It is a sphere, r = 14, density = 7.793, surface area = 175.924
5744: It is a sphere, r = 14, density = 3.643, surface area = 175.924
5745: It is a sphere, r = 14, density = 5.028, surface area = 175.924
5746: It is a sphere, r = 14, density = 6.079, surface area = 175.924
5747: It is a sphere, r = 14, density = 18.454, surface area = 175.924
5748: It is a sphere, r = 14, density = 8.298, surface area = 175.924
5749: It is a sphere, r = 14, density = 18.1, surface area = 175.924
5750: It is a sphere, r = 14, density = 13.534, surface area = 175.924
5751: It is a sphere, r = 14, density = 13.39, surface area = 175.924
5752: It is a sphere, r = 14, density = 0.746, surface area = 175.924
5753: It is a sphere, r = 14, density = 2.054, surface area = 175.924
5754: It is a sphere, r = 14, density = 13.579, surface area = 175.924
5755: It is a sphere, r = 14, density = 5.717, surface area = 175.924
5756: It is a sphere, r = 14, density = 16.684, surface area = 175.924
5757: It is a sphere, r = 14, density = 3.091, surface area = 175.924
5758: It is a sphere, r = 14, density = 1.524, surface area = 175.924
5759: It is a sphere, r = 14, density = 7.35, surface area = 175.924
5760: It is a sphere, r = 14, density = 3.658, surface area = 175.924
5761: It is a sphere, r = 14, density = 12.799, surface area = 175.924
5762: It is a sphere, r = 14, density = 5.923, surface area = 175.924
5763: It is a sphere, r = 14, density = 3.455, surface area = 175.924
5764: It is a sphere, r = 14, density = 1.489, surface area = 175.924
5765: It is a sphere, r = 14, density = 12.168, surface area = 175.924
5766: It is a sphere, r = 14, density = 11.328, surface area = 175.924
5767: It is a sphere, r = 14, density = 10.893, surface area = 175.924
5768: It is a sphere, r = 14, density = 9.07, surface area = 175.924
5769: It is a sphere, r = 14, density = 5.21, surface area = 175.924
5770: It is a sphere, r = 14, density = 9.18, surface area = 175.924
5771: It is a sphere, r = 14, density = 15.838, surface area = 175.924
5772: It is a sphere, r = 14, density = 16.773, surface area = 175.924
5773: It is a sphere, r = 14, density = 0.968, surface area = 175.924
5774: It is a sphere, r = 14, density = 16.23, surface area = 175.924
5775: It is a sphere, r = 14, density = 13.658, surface area = 175.924
5776: It is a sphere, r = 14, density = 8.582, surface area = 175.924
5777: It is a sphere, r = 14, density = 12.031, surface area = 175.924
5778: It is a sphere, r = 14, density = 2.981, surface area = 175.924
5779: It is a sphere, r = 14, density = 17.559, surface area = 175.924
5780: It is a sphere, r = 14, density = 6.418, surface area = 175.924
5781: It is a sphere, r = 14, density = 3.346, surface area = 175.924
5782: It is a sphere, r = 14, density = 5.222, surface area = 175.924
5783: It is a sphere, r = 14, density = 2.432, surface area = 175.924
5784: It is a sphere, r = 14, density = 5.679, surface area = 175.924
5785: It is a sphere, r = 14, density = 18.47, surface area = 175.924
5786: It is a sphere, r = 14, density = 3.386, surface area = 175.924
5787: It is a sphere, r = 14, density = 7.931, surface area = 175.924
5788: It is a sphere, r = 14, density = 16.537, surface area = 175.924
5789: It is a sphere, r = 14, density = 18.63, surface area = 175.924
5790: It is a sphere, r = 14, density = 5.169, surface area = 175.924
5791: It is a sphere, r = 14, density = 12.306, surface area = 175.924
5792: It is a sphere, r = 14, density = 9.845, surface area = 175.924
5793: It is a sphere, r = 14, density = 8.535, surface area = 175.924
5794: It is a sphere, r = 14, density = 4.742, surface area = 175.924
5795: It is a sphere, r = 14, density = 4.014, surface area = 175.924
5796: It is a sphere, r = 14, density = 2.932, surface area = 175.924
5797: It is a sphere, r = 14, density = 16.703, surface area = 175.924
5798: It is a sphere, r = 14, density = 6.5, surface area = 175.924
5799: It is a parallelepiped, a = 11, b = 2, c = 5, density = 2.904, surface area = 174.0
5800: It is a parallelepiped, a = 1, b = 10, c = 7, density = 8.191, surface area = 174.0
5801: It is a parallelepiped, a = 5, b = 2, c = 11, density = 2.14, surface area = 174.0
5802: It is a parallelepiped, a = 5, b = 11, c = 2, density = 4.909, surface area = 174.0
5803: It is a parallelepiped, a = 2, b = 5, c = 11, density = 5.501, surface area = 174.0
5804: It is a parallelepiped, a = 3, b = 3, c = 13, density = 16.16, surface area = 174.0
5805: It is a parallelepiped, a = 11, b = 5, c = 2, density = 5.534, surface area = 174.0
5806: It is a parallelepiped, a = 5, b = 3, c = 9, density = 1.897, surface area = 174.0
5807: It is a parallelepiped, a = 3, b = 9, c = 5, density = 3.999, surface area = 174.0
5808: It is a tetrahedron, a = 10, density = 15.957, surface area = 173.2050807568877
5809: It is a tetrahedron, a = 10, density = 2.022, surface area = 173.2050807568877
5810: It is a tetrahedron, a = 10, density = 1.137, surface area = 173.2050807568877
5811: It is a tetrahedron, a = 10, density = 7.99, surface area = 173.2050807568877
5812: It is a tetrahedron, a = 10, density = 17.261, surface area = 173.2050807568877
5813: It is a tetrahedron, a = 10, density = 10.56, surface area = 173.2050807568877
5814: It is a tetrahedron, a = 10, density = 6.251, surface area = 173.2050807568877
5815: It is a tetrahedron, a = 10, density = 10.547, surface area = 173.2050807568877
5816: It is a tetrahedron, a = 10, density = 2.386, surface area = 173.2050807568877
5817: It is a tetrahedron, a = 10, density = 18.003, surface area = 173.2050807568877
5818: It is a tetrahedron, a = 10, density = 10.786, surface area = 173.2050807568877
5819: It is a tetrahedron, a = 10, density = 15.895, surface area = 173.2050807568877
5820: It is a tetrahedron, a = 10, density = 0.148, surface area = 173.2050807568877
5821: It is a tetrahedron, a = 10, density = 16.693, surface area = 173.2050807568877
5822: It is a tetrahedron, a = 10, density = 18.041, surface area = 173.2050807568877
5823: It is a tetrahedron, a = 10, density = 0.749, surface area = 173.2050807568877
5824: It is a tetrahedron, a = 10, density = 1.232, surface area = 173.2050807568877
5825: It is a tetrahedron, a = 10, density = 10.816, surface area = 173.2050807568877
5826: It is a tetrahedron, a = 10, density = 12.345, surface area = 173.2050807568877
5827: It is a tetrahedron, a = 10, density = 11.907, surface area = 173.2050807568877
5828: It is a tetrahedron, a = 10, density = 4.047, surface area = 173.2050807568877
5829: It is a tetrahedron, a = 10, density = 11.677, surface area = 173.2050807568877
5830: It is a tetrahedron, a = 10, density = 16.645, surface area = 173.2050807568877
5831: It is a tetrahedron, a = 10, density = 17.958, surface area = 173.2050807568877
5832: It is a tetrahedron, a = 10, density = 12.442, surface area = 173.2050807568877
5833: It is a tetrahedron, a = 10, density = 2.574, surface area = 173.2050807568877
5834: It is a tetrahedron, a = 10, density = 19.794, surface area = 173.2050807568877
5835: It is a tetrahedron, a = 10, density = 19.286, surface area = 173.2050807568877
5836: It is a tetrahedron, a = 10, density = 6.757, surface area = 173.2050807568877
5837: It is a tetrahedron, a = 10, density = 18.65, surface area = 173.2050807568877
5838: It is a tetrahedron, a = 10, density = 14.346, surface area = 173.2050807568877
5839: It is a tetrahedron, a = 10, density = 11.942, surface area = 173.2050807568877
5840: It is a tetrahedron, a = 10, density = 14.579, surface area = 173.2050807568877
5841: It is a tetrahedron, a = 10, density = 6.56, surface area = 173.2050807568877
5842: It is a tetrahedron, a = 10, density = 5.135, surface area = 173.2050807568877
5843: It is a tetrahedron, a = 10, density = 16.579, surface area = 173.2050807568877
5844: It is a tetrahedron, a = 10, density = 15.557, surface area = 173.2050807568877
5845: It is a tetrahedron, a = 10, density = 1.816, surface area = 173.2050807568877
5846: It is a tetrahedron, a = 10, density = 9.322, surface area = 173.2050807568877
5847: It is a tetrahedron, a = 10, density = 8.447, surface area = 173.2050807568877
5848: It is a tetrahedron, a = 10, density = 19.845, surface area = 173.2050807568877
5849: It is a tetrahedron, a = 10, density = 12.008, surface area = 173.2050807568877
5850: It is a tetrahedron, a = 10, density = 2.696, surface area = 173.2050807568877
5851: It is a tetrahedron, a = 10, density = 12.91, surface area = 173.2050807568877
5852: It is a tetrahedron, a = 10, density = 9.515, surface area = 173.2050807568877
5853: It is a tetrahedron, a = 10, density = 0.75, surface area = 173.2050807568877
5854: It is a tetrahedron, a = 10, density = 10.873, surface area = 173.2050807568877
5855: It is a tetrahedron, a = 10, density = 10.501, surface area = 173.2050807568877
5856: It is a tetrahedron, a = 10, density = 16.526, surface area = 173.2050807568877
5857: It is a tetrahedron, a = 10, density = 15.466, surface area = 173.2050807568877
5858: It is a tetrahedron, a = 10, density = 9.915, surface area = 173.2050807568877
5859: It is a tetrahedron, a = 10, density = 9.268, surface area = 173.2050807568877
5860: It is a tetrahedron, a = 10, density = 16.559, surface area = 173.2050807568877
5861: It is a tetrahedron, a = 10, density = 11.06, surface area = 173.2050807568877
5862: It is a tetrahedron, a = 10, density = 7.356, surface area = 173.2050807568877
5863: It is a tetrahedron, a = 10, density = 10.824, surface area = 173.2050807568877
5864: It is a tetrahedron, a = 10, density = 12.4, surface area = 173.2050807568877
5865: It is a tetrahedron, a = 10, density = 18.809, surface area = 173.2050807568877
5866: It is a tetrahedron, a = 10, density = 8.925, surface area = 173.2050807568877
5867: It is a tetrahedron, a = 10, density = 11.322, surface area = 173.2050807568877
5868: It is a tetrahedron, a = 10, density = 8.654, surface area = 173.2050807568877
5869: It is a tetrahedron, a = 10, density = 6.587, surface area = 173.2050807568877
5870: It is a tetrahedron, a = 10, density = 10.886, surface area = 173.2050807568877
5871: It is a tetrahedron, a = 10, density = 4.649, surface area = 173.2050807568877
5872: It is a tetrahedron, a = 10, density = 12.289, surface area = 173.2050807568877
5873: It is a tetrahedron, a = 10, density = 19.832, surface area = 173.2050807568877
5874: It is a tetrahedron, a = 10, density = 5.614, surface area = 173.2050807568877
5875: It is a tetrahedron, a = 10, density = 3.907, surface area = 173.2050807568877
5876: It is a tetrahedron, a = 10, density = 6.691, surface area = 173.2050807568877
5877: It is a tetrahedron, a = 10, density = 8.194, surface area = 173.2050807568877
5878: It is a tetrahedron, a = 10, density = 17.2, surface area = 173.2050807568877
